Time,Fx,Fy,Fz,Tx,Ty,Tz,Px,Py,Pz,Qx,Qy,Qz,Qw
0.000706872,-0.17560644564912684,0.1762106656860183,0.3389121850606767,-0.029636022993124955,-0.024782784431186786,-0.00020390733737976618,-0.18228227493446547,-0.04462867521842629,0.607885771469708,0.1513631383369797,0.8585646371618233,0.06191684131385634,-0.4859241390687253
0.039084343,-0.05796507120363123,0.1282235197085405,0.30939845039617636,-0.02324568180663317,-0.006931393756367995,-0.0007257168226168244,-0.1823212167162105,-0.04461022699179385,0.6078494601711668,0.15137361171138464,0.8586203264249994,0.06188046021087538,-0.4858271023433837
0.071174906,-0.18727767150884586,-0.018183355167191658,0.11986389245741604,0.0007651178569577787,-0.03362056557635945,-0.0003020023580410531,-0.1823129953703106,-0.04461549318205835,0.6078577170817638,0.15136503136200638,0.8586087405023389,0.061886469260143115,-0.48584948588660626
0.101812124,0.006451391076348512,-0.15590473914769257,0.22375633654108043,0.018281883882522165,0.005560444203850071,0.0024393962250787056,-0.1823129953703106,-0.04461549318205835,0.6078577170817638,0.15136503136200638,0.8586087405023389,0.061886469260143115,-0.48584948588660626
0.137672904,0.0454071374010507,0.08827066029063989,0.04969385809728326,-0.013327960688018677,0.0065167904162897914,0.004679392663717202,-0.1823129953703106,-0.04461549318205835,0.6078577170817638,0.15136503136200638,0.8586087405023389,0.061886469260143115,-0.48584948588660626
0.169773245,-0.0660109350257039,0.08899167618221016,-0.3978583175399819,-0.02026646870941754,-0.0067439219547058,0.009590381465115207,-0.1823129953703106,-0.04461549318205835,0.6078577170817638,0.15136503136200638,0.8586087405023389,0.061886469260143115,-0.48584948588660626
0.205939653,0.12686064395823465,0.6410023385284848,-0.5419237449893075,-0.10120538418859201,0.03515278547610479,0.013986441498105762,-0.1823118286446751,-0.044613400827569934,0.6078558133918704,0.1513724733199144,0.858607723470237,0.061891474877333714,-0.48584832700728453
0.237183032,-0.27476441377200367,-0.5369451898865494,-0.764956089668309,0.089596386270234,-0.03836629803726278,0.016862669828345445,-0.1823118286446751,-0.044613400827569934,0.6078558133918704,0.1513724733199144,0.858607723470237,0.061891474877333714,-0.48584832700728453
0.273171902,0.00564845037690731,0.18227990739424604,-1.3454960645641845,-0.027920982111056508,0.014390349236975538,0.024426053718338663,-0.1823118286446751,-0.044613400827569934,0.6078558133918704,0.1513724733199144,0.858607723470237,0.061891474877333714,-0.48584832700728453
0.305691784,0.14088901568644702,-0.6316885932968429,-0.19478429491084626,0.10125693285176535,0.03316278822110778,0.01811511964852787,-0.1823118286446751,-0.044613400827569934,0.6078558133918704,0.1513724733199144,0.858607723470237,0.061891474877333714,-0.48584832700728453
0.341676743,-0.04833317428209699,0.07501700655022937,-0.7022170227260816,-0.022008481443042807,0.010544723308541355,0.028640132280201014,-0.1823118286446751,-0.044613400827569934,0.6078558133918704,0.1513724733199144,0.858607723470237,0.061891474877333714,-0.48584832700728453
0.373959512,-0.12130555889519701,-0.06797069286025094,-0.8233060566583037,-0.00010730647215878228,-0.021006881375514267,0.03709656402825243,-0.1823118286446751,-0.044613400827569934,0.6078558133918704,0.1513724733199144,0.858607723470237,0.061891474877333714,-0.48584832700728453
