Time,Fx,Fy,Fz,Tx,Ty,Tz,Px,Py,Pz,Qx,Qy,Qz,Qw,Vj1,Vj2,Vj3,Vj4,Vj5,Vj6
0.000433791,0.023732510503461243,0.1532269398008109,0.07096805889540334,0.0048314598552246235,-0.0013229056015667024,0.00022563537400071328,-0.16159965902652643,-0.0564977988108292,0.313999297834492,0.08502224615825918,0.9870103612383333,0.05200228019012162,-0.12600606065347547,0.0,0.0,0.0,0.0,0.0,0.0
0.041822639,0.012582492506077604,0.04733857138883286,-0.07957429728688072,0.003653602119465823,-0.0020851697702430174,0.002491524382212779,-0.16159965902652643,-0.0564977988108292,0.313999297834492,0.08502224615825918,0.9870103612383333,0.05200228019012162,-0.12600606065347547,0.0,-0.0,0.0,0.0,0.0,0.0
0.082147649,-0.060407419789376075,0.02960097363039015,-0.2104287573833076,0.0005644093291185843,0.0050702270529336705,0.0006261994887353929,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.121943813,0.03063410049013983,0.0693491590286664,-0.23251117251677716,0.001151129622573046,0.001118063225337945,-8.158473356432381e-05,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.161121034,-0.06032791106308812,0.02043508842358851,-0.030038144339460206,-0.001052391941374243,0.0018008318943197369,-0.0007483372805894429,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.20094681,0.040224571115081126,-0.12953387204062394,-0.19107138977008706,-0.004252602191787732,-0.0022302117696796422,0.0001027741043436788,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.241763999,0.11320207957248953,-0.07252514753577334,0.20585487510202757,-0.0029431444143462027,-0.0010959340809549999,-0.0010258658324664755,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.273362419,0.1496274251028299,-0.059719951105644896,0.055951531651799495,0.00044148744833110435,-0.004215371069878111,0.0009479953392829402,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.305595775,0.06227564518515457,0.010331940358949163,0.1686630520752994,0.0012444918819153304,-0.003331075829754466,-2.7308946662127137e-05,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.341774734,-0.06291667727425494,0.024250872805972636,-0.06984702416172642,0.0007851433311998983,0.003615824060973766,0.0015587818884394231,-0.1615979324844744,-0.05650194923438539,0.31400311912347173,0.08499849120714281,0.9870106750394579,0.05199980948769574,-0.12602064776815855,0.0,-0.0,0.0,0.0,0.0,0.0
0.374465837,0.12487727661752461,-0.016679171697932704,-0.222174366858645,-0.0005242917216217129,0.0011809372114896402,0.0026354298045367006,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.405578713,0.08311775963234846,-0.018958872111589996,-0.2683376199794529,-0.0014390558646734685,-0.0037445556481146064,0.0021288452614785045,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.442033759,0.1286951907020348,-0.14051959056783583,-0.28651935406552487,-0.005095774349560195,-0.0019223967563523202,-2.670274292402761e-05,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.472842192,0.09981437182075528,-0.05582248422431157,-0.43535297581291305,-0.0013994681201363061,-0.0023557220777137293,-0.0008981556407586685,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.505493415,0.11128718119327241,-0.11319657569436899,-0.42721307886201615,-0.0018058311167832195,-0.0031274341754609775,0.0005197804628950178,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.540598828,-0.10044691435996682,0.09909759833274838,-0.05324114499392123,0.0024869292335627465,0.0008160605698964768,-0.0011336000581259522,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.573092766,-0.051991827709588545,-0.024509542910837963,0.2858508077705009,-0.0044255540890077,-0.0018860302240145393,-0.0022253693809798887,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.604605838,-0.04683565892442229,0.09791276062072521,0.06058879922500992,0.0009541217441675745,0.001680235103053328,-0.0010696642561441887,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.64125749,-0.11673881850436521,0.08319547917415838,0.06346974617668649,-0.0009095914138938892,0.00012511835165631408,-0.002511499900401089,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.672692269,-0.1147901030982651,-0.06228554489003647,-0.023545813061573016,-0.0031950160934611817,0.003619917330745279,-0.0029572896023325234,-0.16160196138756405,-0.05649851640119963,0.31400392702760294,0.08499828985633097,0.9870111381685951,0.05200925451594779,-0.12601325841882333,0.0,-0.0,0.0,0.0,0.0,0.0
0.705070059,-0.06978472021064958,-0.11102312340570102,0.3539108607339732,-0.0009386945077997908,-0.005873665461977125,0.001547469691100426,-0.16159987837639012,-0.05649971492709763,0.3140019163735317,0.08499935490852491,0.9870110952554785,0.05200454698439011,-0.12601481897246722,0.0,-0.0,0.0,0.0,0.0,0.0
0.742212983,-0.17941189495163679,-0.05216080972499082,0.1709565340368065,0.001571626498356474,-0.0024901507478714974,0.0018855653820810982,-0.16159987837639012,-0.05649971492709763,0.3140019163735317,0.08499935490852491,0.9870110952554785,0.05200454698439011,-0.12601481897246722,0.0,-0.0,0.0,0.0,0.0,0.0
0.773696232,-0.13758268487170858,-0.061346422873219106,0.23318713088981996,0.00042055828428935597,-0.001271155989785218,-0.0009479556496416236,-0.16159987837639012,-0.05649971492709763,0.3140019163735317,0.08499935490852491,0.9870110952554785,0.05200454698439011,-0.12601481897246722,0.0,-0.0,0.0,0.0,0.0,0.0
