Time,Fx,Fy,Fz,Tx,Ty,Tz,Px,Py,Pz,Qx,Qy,Qz,Qw
0.00059694,-1.241251069265799,0.23688989926256482,-1.5856874318938656,-0.0226783240257749,-0.20658079426895457,0.06732507118988636,-0.18227884052391433,-0.04463280542166574,0.6078930098694879,0.15135359111894567,0.8585558053804635,0.06191001678868189,-0.48594358656548586
0.03847994,-1.2323247188611748,0.22253472436050004,-1.3695066652570653,-0.021918717210943517,-0.20716506031462284,0.06706616315283065,-0.18227852177815043,-0.044634335074487365,0.6078889332974543,0.15135197644566686,0.8585622840687906,0.06190800312533091,-0.48593289943119267
0.070389412,-1.2246758384398038,0.22441165452955703,-1.457578750951084,-0.01917912701240662,-0.2044972457674893,0.0684280934755168,-0.1822746358384429,-0.044636995540350506,0.6078931850660755,0.15134848720112357,0.8585574816679321,0.06191017660157262,-0.48594219422387264
0.10182696,-1.2063018358064386,0.2883547310670657,-1.3870023807879115,-0.029411877350216765,-0.20343006153949514,0.06832969369163806,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.137978154,-1.2813955617755604,0.22878735555491153,-1.415792670365733,-0.019712142545663478,-0.209260269521589,0.06819100422231766,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.169193256,-1.2663306697921848,0.23687449578048422,-1.4251670656105422,-0.022124544947785946,-0.20910874257423184,0.06891416001139516,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.205507601,-1.2547394205439546,0.19174478842904824,-1.3512897955971108,-0.014389638640626277,-0.2095987220788612,0.06925219453917987,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.2370511,-1.0912279151770683,0.24955320369045006,-1.5470964920218817,-0.022172932425753925,-0.19089228259495417,0.06906741811061398,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.27291245,-1.1633758615124843,0.23740779961637515,-1.672627082457375,-0.020027153957925994,-0.19725926525157841,0.06955061208914454,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.305122941,-1.0751991779446293,0.2667942961898643,-1.5289226647498073,-0.024600255508950373,-0.18758453144115408,0.0683605138614051,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.341459845,-1.069189969859933,0.15405729639260304,-1.4391140218144012,-0.01137405914729982,-0.18899651943912754,0.07152271277175784,-0.18227571227644246,-0.044635940136352456,0.6078929642709839,0.1513497802348596,0.8585569900320923,0.0619089244208271,-0.4859428196474866
0.373237036,-1.2259807935349507,0.2508082399060374,-1.502450463817878,-0.02273579965825482,-0.2030645887312999,0.0703319369547439,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.40937489,-1.1582123847824384,0.23617438282256772,-1.6758420338737443,-0.023317100964687087,-0.195880977511897,0.0667349318052077,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.441565547,-1.2038811192193617,0.21788994795472785,-1.6993305604043107,-0.02001117776485613,-0.20105031472322887,0.0701796449903207,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.477002605,-1.1127676170562306,0.16555108597020932,-1.733385926666787,-0.01046226283922903,-0.19478176345092282,0.06791783604765765,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.510057069,0.4084056969889262,-0.17536841201306988,0.5120315434917271,0.023018825240500904,0.06906604687895783,-0.0008439996841935489,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.544946565,-0.25207839710520397,0.3107434653173666,0.205315152035183,-0.05013056250943541,-0.02939953336591604,0.002550193776175055,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.576911422,-0.01385797766345398,0.08623240543670568,0.15760348216887168,-0.012794732474270952,0.004974770749068491,0.0007706023195021795,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.608567646,-0.022198798470803402,-0.012115744734330653,0.2693029645828864,0.00365523266281508,0.002939909219467253,0.0013310781054606837,-0.1822838036190147,-0.04463376683562031,0.6078885819188462,0.15134654552002247,0.8585595987966874,0.061896392212888215,-0.4859408144046507
0.644691532,-0.19492688658344848,0.2990675810579065,0.3280747171224665,-0.042854560391051885,-0.023722054067399582,-0.00036333673429466903,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.677074883,-0.25428898234297076,-0.2136145877890704,-0.062094558301633976,0.030502460974054207,-0.03079126420480577,0.0008074158890405491,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.713007052,0.10138363619054366,-0.06013014711469198,-0.18590618320337382,0.004651962971948467,0.01662605435039377,0.005550334581260025,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.745225575,-0.13107936521144548,-0.17745779593342936,-0.18669574247402668,0.02092082551054136,-0.011342076076530882,0.006799811862632314,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.781112347,-0.26910658500329837,-0.10741842760574516,-0.3885266206737239,0.012529705209426516,-0.027303341781518588,0.009788392805940559,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.812200755,-0.125781248146008,-0.29288763602579326,-0.8750480960149112,0.04027099252447458,-0.013610951022172618,0.007990182539106523,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.848768348,-0.07751922540379902,0.13774668051752187,-0.5504054184209304,-0.016607828202713754,-0.002691186703090755,0.01109041246150221,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.881405016,-0.1364627111000123,-0.00020137687601142103,-0.9254432582506827,-0.002913947064365694,-0.009623795283948251,0.016241203141612898,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.917349547,0.001016488689573547,-0.29610604734656176,-0.561938784355116,0.03393101060118718,0.014496215813046394,0.020550093129154116,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.949023232,-0.11678083107872618,0.06757345278930796,-0.2020401360186234,-0.029129487299845137,-0.007414377301655575,0.02529678920137364,-0.18228018475736216,-0.0446327372839436,0.6078881349863301,0.1513556596797802,0.8585658391411549,0.06190103871556245,-0.48592635815386437
0.985786104,-0.04550817851981809,-0.29843977166440694,-0.6941813584587435,0.02726549902934238,0.005081421786315147,0.027390283898894724,-0.1822836134547704,-0.04463275993664722,0.6078886399287787,0.1513494766145103,0.8585645905685719,0.061905159537068696,-0.4859299650906748
1.016600381,0.45612612452835233,-0.3632257610759939,0.2707739410416693,0.028473156200242995,0.09288152662614814,0.03661588583031903,-0.1822836134547704,-0.04463275993664722,0.6078886399287787,0.1513494766145103,0.8585645905685719,0.061905159537068696,-0.4859299650906748
1.052797252,0.3809522517214893,0.05956704004196157,-0.6609206260551193,-0.028728078352909768,0.08167354151078807,0.028307789013163068,-0.1822836134547704,-0.04463275993664722,0.6078886399287787,0.1513494766145103,0.8585645905685719,0.061905159537068696,-0.4859299650906748
1.086287321,0.1746512156478543,-0.6381709688315602,-0.20966660955860938,0.07564490969200247,0.053963590623492846,0.033992207623077655,-0.1822836134547704,-0.04463275993664722,0.6078886399287787,0.1513494766145103,0.8585645905685719,0.061905159537068696,-0.4859299650906748
1.116846815,0.4511881129749407,-0.08352796349104054,-0.45337100068155606,-0.018770592067061474,0.10688337442797047,0.036929333323029126,-0.1822836134547704,-0.04463275993664722,0.6078886399287787,0.1513494766145103,0.8585645905685719,0.061905159537068696,-0.4859299650906748
1.153722202,-0.009092336129428419,0.09492866181472755,-0.3412679249420879,-0.051971530939446745,0.025142328093785842,0.051088021637665196,-0.18231981230682534,-0.04460927522843692,0.6078488827461656,0.1513670967790881,0.8586174945693397,0.06188846375265805,-0.4858331175274861
