Time,Fx,Fy,Fz,Tx,Ty,Tz,Px,Py,Pz,Qx,Qy,Qz,Qw,Vj1,Vj2,Vj3,Vj4,Vj5,Vj6
0.000515923,-0.3985670341568004,1.4811672705249006,0.17073905793708763,-0.05085585155258902,-0.024491354207529622,-0.009442788285729909,-0.1675991044427583,-0.05434551820509798,0.397387130375,0.08954435837172979,0.9543253259209213,0.04818213391563826,-0.2809331987520482,0.0,0.0,0.0,0.0,0.0,0.0
0.001283976,0.7834285485642861,-1.3513220961545083,0.1655801657827408,0.05443787948417311,0.03879296826753982,0.0014949409257105119,-0.1675991044427583,-0.05434551820509798,0.397387130375,0.08954435837172979,0.9543253259209213,0.04818213391563826,-0.2809331987520482,0.12171979248523712,-0.4471926689147949,-0.1709805130958557,0.2539582848548889,-0.00975087471306324,-0.15559905767440796
0.001714623,-1.02562732945061,0.6616644102585109,-0.22364548589160876,-0.025050335946901266,-0.030165141527545146,-0.006894118827123838,-0.1675991044427583,-0.05434551820509798,0.397387130375,0.08954435837172979,0.9543253259209213,0.04818213391563826,-0.2809331987520482,0.1197398230433464,-0.45831507444381714,-0.1740354746580124,0.2674788534641266,-0.010171056725084782,-0.15559718012809753
0.002082411,0.11422966280556873,-0.5161052146623241,0.40505152885263684,0.017768490500467016,0.014981338058324955,0.005832430842903545,-0.1675991044427583,-0.05434551820509798,0.397387130375,0.08954435837172979,0.9543253259209213,0.04818213391563826,-0.2809331987520482,0.11969763785600662,-0.44947192072868347,-0.174738347530365,0.256305992603302,-0.010273626074194908,-0.15461191534996033
0.002463539,-0.9965242555726754,0.27918221255642695,-0.16916109930467327,-0.012432565416563941,-0.0520397019015792,-0.002422860535200585,-0.1675991044427583,-0.05434551820509798,0.397387130375,0.08954435837172979,0.9543253259209213,0.04818213391563826,-0.2809331987520482,0.11739148199558258,-0.4536752700805664,-0.1633288711309433,0.26086682081222534,-0.009467407129704952,-0.15697787702083588
0.007080518,0.3548445510090664,-0.4523666980127277,0.69173823366432,0.015578156384862225,0.01929916958887872,-0.003843565444704232,-0.16841580345840604,-0.054015019510928394,0.40541792610046545,0.09026282695957885,0.9498710636243096,0.04744444935135112,-0.29554459694644236,0.1212141215801239,-0.4479554295539856,-0.1683913916349411,0.250424861907959,-0.009892469272017479,-0.15473847091197968
0.033630977,-0.26051227587172027,0.28001906769115603,0.3062923041935394,-0.010187187039789294,-0.013534642047798846,-0.00012955526200450918,-0.16841580345840604,-0.054015019510928394,0.40541792610046545,0.09026282695957885,0.9498710636243096,0.04744444935135112,-0.29554459694644236,0.12143046408891678,-0.448255717754364,-0.17216454446315765,0.26001593470573425,-0.009913312271237373,-0.15539848804473877
0.034133071,-0.7842375968603846,0.3982536306900031,0.8657228660879097,-0.013302962081708516,-0.02851175198023318,-0.0004833105498376405,-0.16841580345840604,-0.054015019510928394,0.40541792610046545,0.09026282695957885,0.9498710636243096,0.04744444935135112,-0.29554459694644236,0.11904612928628922,-0.4429451525211334,-0.15821895003318787,0.25648701190948486,-0.008520576171576977,-0.15447726845741272
0.034590746,0.45134844029234567,-0.2601118583042461,0.679114000276895,-0.004395828482793006,0.015726121666174125,-0.0038135113353486745,-0.16841580345840604,-0.054015019510928394,0.40541792610046545,0.09026282695957885,0.9498710636243096,0.04744444935135112,-0.29554459694644236,0.11574427038431168,-0.4475726783275604,-0.17791812121868134,0.25930121541023254,-0.009508897550404072,-0.1582089215517044
0.039676994,-0.5657877343694833,-0.7141891885373206,0.08207915886181621,0.025954818824367246,-0.038876265172585835,-0.0036259437598718473,-0.16841580345840604,-0.054015019510928394,0.40541792610046545,0.09026282695957885,0.9498710636243096,0.04744444935135112,-0.29554459694644236,0.11707880347967148,-0.45628979802131653,-0.16899073123931885,0.2593575716018677,-0.009132768958806992,-0.15571245551109314
